pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,glat,glon
Kepler-907 b,Kepler-907,1,1,0,Transit,2016,Kepler,0.122500,1.200,1.87000,1.38,1.08,0.378,15.81674,72.03420
Kepler-908 b,Kepler-908,3,1,0,Transit,2016,Kepler,0.024700,1.220,1.98000,1.12,1.11,0.264,8.09496,73.25789
Kepler-909 b,Kepler-909,1,1,0,Transit,2016,Kepler,0.117500,1.470,2.76000,1.23,1.17,0.273,14.60416,76.78743
Kepler-91 b,Kepler-91,1,1,0,Transit,2013,Kepler,0.073100,15.323,257.44230,6.30,1.31,1.225,16.62216,74.48612
Kepler-910 b,Kepler-910,1,1,0,Transit,2016,Kepler,0.038200,0.820,0.47700,1.50,1.26,0.494,9.22798,76.51187
Kepler-911 b,Kepler-911,1,1,0,Transit,2016,Kepler,0.154900,2.600,7.27000,1.99,1.34,0.707,6.59625,75.70520
Kepler-912 b,Kepler-912,1,1,0,Transit,2016,Kepler,0.033900,2.800,8.25000,1.11,1.07,0.552,7.41391,76.40024
Kepler-913 b,Kepler-913,1,2,0,Transit,2016,Kepler,0.100900,2.060,4.90000,0.61,0.63,-0.282,7.85166,76.37255
Kepler-913 c,Kepler-913,1,2,0,Transit,2021,Kepler,0.069900,3.858,14.20000,1.80,1.29,-0.282,7.85166,76.37255
Kepler-914 b,Kepler-914,1,1,0,Transit,2016,Kepler,0.054400,1.380,2.48000,1.15,1.10,0.245,13.82764,76.61586
Kepler-915 b,Kepler-915,1,1,0,Transit,2016,Kepler,0.056600,1.500,2.86000,1.38,1.21,0.506,14.06204,77.45493
Kepler-916 b,Kepler-916,1,1,0,Transit,2016,Kepler,0.188500,1.760,3.75000,0.81,0.85,-0.278,13.91322,77.79338
Kepler-917 b,Kepler-917,1,1,0,Transit,2016,Kepler,0.037800,1.910,4.31000,0.76,0.80,0.764,9.92543,82.16423
Kepler-918 b,Kepler-918,1,1,0,Transit,2016,Kepler,0.056900,1.740,3.68000,1.14,1.11,-0.018,10.57656,82.16182
Kepler-919 b,Kepler-919,1,1,0,Transit,2016,Kepler,0.098100,2.250,5.69000,1.21,1.15,0.167,10.73672,82.33495
Kepler-92 b,Kepler-92,1,3,0,Transit,2013,Kepler,0.117400,3.510,64.30000,1.70,1.21,0.558,13.31439,73.08205
Kepler-92 c,Kepler-92,1,3,0,Transit,2013,Kepler,0.182900,2.600,6.10000,1.70,1.21,0.558,13.31439,73.08205
Kepler-92 d,Kepler-92,1,3,0,Transit,2015,Kepler,0.275400,2.067,4.93000,1.82,1.07,0.558,13.31439,73.08205
Kepler-920 b,Kepler-920,1,2,0,Transit,2016,Kepler,0.065000,2.420,6.44000,0.85,0.89,-0.183,19.29073,79.09161
Kepler-920 c,Kepler-920,1,2,0,Transit,2016,Kepler,0.402900,3.800,13.80000,0.85,0.89,-0.183,19.29073,79.09161
Kepler-921 b,Kepler-921,1,1,0,Transit,2016,Kepler,0.271600,2.870,8.60000,0.91,0.93,-0.030,19.10488,79.19783
Kepler-922 b,Kepler-922,1,1,0,Transit,2016,Kepler,0.018200,1.420,2.60000,0.93,0.95,-0.133,19.14950,79.56585
Kepler-923 b,Kepler-923,1,1,0,Transit,2016,Kepler,0.071500,1.380,2.48000,1.26,1.11,0.333,9.19640,73.43862
Kepler-924 b,Kepler-924,1,1,0,Transit,2016,Kepler,0.335900,3.070,9.64000,1.23,1.14,0.314,11.73741,72.52276
Kepler-925 b,Kepler-925,1,1,0,Transit,2016,Kepler,0.180500,2.340,6.08000,0.72,0.77,-0.684,12.16325,72.41955
Kepler-926 b,Kepler-926,1,1,0,Transit,2016,Kepler,0.273900,2.310,5.95000,1.01,1.01,0.173,12.54618,72.47195
Kepler-927 b,Kepler-927,1,1,0,Transit,2016,Kepler,0.086600,1.720,3.61000,0.99,0.99,-0.086,13.04075,73.01880
Kepler-928 b,Kepler-928,1,1,0,Transit,2016,Kepler,0.044400,1.590,3.15000,0.70,0.73,-0.719,12.73917,73.33267
Kepler-929 b,Kepler-929,1,1,0,Transit,2016,Kepler,0.019200,1.110,1.41000,1.02,1.01,0.461,7.10317,76.41534
Kepler-93 b,Kepler-93,1,2,0,Transit,2014,Kepler,0.053430,1.478,4.66000,0.92,0.91,-0.106,10.45836,71.20378
Kepler-93 c,Kepler-93,1,2,0,Radial Velocity,2014,W. M. Keck Observatory,,,954.00000,0.92,0.91,-0.106,10.45836,71.20378
Kepler-930 b,Kepler-930,1,1,0,Transit,2016,Kepler,0.347500,2.130,5.18000,1.40,1.25,0.378,7.52807,76.90346
Kepler-931 b,Kepler-931,1,1,0,Transit,2016,Kepler,0.071900,1.330,2.33000,0.81,0.86,-0.350,8.54287,76.92475
Kepler-932 b,Kepler-932,1,1,0,Transit,2016,Kepler,0.027900,1.370,2.45000,0.84,0.87,-0.322,8.90386,77.30447
Kepler-933 b,Kepler-933,1,1,0,Transit,2016,Kepler,0.104100,2.460,6.62000,0.84,0.87,-0.211,13.81149,75.08255
Kepler-934 b,Kepler-934,1,1,0,Transit,2016,Kepler,0.265800,2.090,5.02000,0.77,0.81,-0.478,13.42851,75.50887
Kepler-935 b,Kepler-935,1,1,0,Transit,2016,Kepler,0.052700,1.350,2.39000,0.73,0.78,-0.639,11.69055,79.64512
Kepler-936 b,Kepler-936,1,1,0,Transit,2016,Kepler,0.095400,1.450,2.70000,0.89,0.92,-0.190,12.62740,79.29455
Kepler-937 b,Kepler-937,1,2,0,Transit,2016,Kepler,0.321400,3.720,13.40000,1.22,1.15,0.281,12.25527,79.46009
Kepler-937 c,Kepler-937,1,2,0,Transit,2016,Kepler,0.554500,2.670,7.61000,1.22,1.15,0.281,12.25527,79.46009
Kepler-938 b,Kepler-938,1,1,0,Transit,2016,Kepler,0.268900,2.220,5.56000,0.89,0.92,-0.174,11.99897,79.90214
Kepler-939 b,Kepler-939,1,1,0,Transit,2016,Kepler,0.115300,1.750,3.71000,0.85,0.88,0.391,12.58043,79.65084
Kepler-94 b,Kepler-94,1,2,0,Transit,2014,Kepler,0.031060,3.510,10.84000,0.76,0.81,-0.613,20.71013,76.71253
Kepler-94 c,Kepler-94,1,2,0,Radial Velocity,2014,W. M. Keck Observatory,,12.500,3126.00000,0.76,0.81,-0.597,20.71013,76.71253
Kepler-940 b,Kepler-940,1,1,0,Transit,2016,Kepler,0.305900,3.340,11.10000,0.96,0.97,-0.057,12.46341,79.99619
Kepler-941 b,Kepler-941,1,1,0,Transit,2016,Kepler,0.131100,3.080,9.69000,0.86,0.89,-0.206,12.38563,79.96930
Kepler-942 b,Kepler-942,1,1,0,Transit,2016,Kepler,0.229800,2.130,5.18000,0.75,0.81,-0.585,10.59114,77.39112
Kepler-943 b,Kepler-943,1,1,0,Transit,2016,Kepler,0.255900,5.930,29.50000,0.91,0.93,0.407,16.61311,71.58697
Kepler-944 b,Kepler-944,1,1,0,Transit,2016,Kepler,0.228800,2.630,7.41000,0.83,0.86,-0.078,10.65054,75.33060
Kepler-945 b,Kepler-945,1,1,0,Transit,2016,Kepler,0.203700,2.630,7.41000,0.97,0.97,0.024,12.06911,74.28654
Kepler-946 b,Kepler-946,1,1,0,Transit,2016,Kepler,0.100200,1.930,4.38000,0.93,0.94,0.134,6.80177,79.43033
Kepler-947 b,Kepler-947,1,1,0,Transit,2016,Kepler,0.177300,2.280,5.82000,0.87,0.90,0.142,10.08954,75.48070
Kepler-948 b,Kepler-948,1,1,0,Transit,2016,Kepler,0.074900,1.850,4.08000,0.94,0.96,-0.109,10.45904,74.45145
Kepler-949 b,Kepler-949,1,2,0,Transit,2016,Kepler,0.077400,2.910,8.80000,0.86,0.89,-0.442,9.44424,80.69553
Kepler-949 c,Kepler-949,1,2,0,Transit,2023,Kepler,0.139400,2.970,9.11000,0.90,0.82,-0.442,9.44424,80.69553
Kepler-95 b,Kepler-95,1,1,0,Transit,2014,Kepler,0.101700,3.420,13.00000,1.41,1.08,0.281,17.51848,74.43259
Kepler-950 b,Kepler-950,1,1,0,Transit,2016,Kepler,0.398200,8.980,59.60000,1.02,1.02,0.355,13.90881,72.31699
Kepler-951 b,Kepler-951,2,1,0,Transit,2016,Kepler,0.309100,5.590,26.70000,0.73,0.77,-0.642,12.82100,69.42083
Kepler-952 b,Kepler-952,1,1,0,Transit,2016,Kepler,0.518300,7.650,45.40000,0.99,1.00,0.097,16.02646,72.35059
Kepler-953 b,Kepler-953,1,2,0,Transit,2016,Kepler,0.392000,4.210,16.50000,0.99,0.95,-0.119,14.64718,75.92390
Kepler-953 c,Kepler-953,1,2,0,Transit,2016,Kepler,0.086200,1.190,1.81000,0.99,0.95,-0.119,14.64718,75.92390
Kepler-954 b,Kepler-954,1,1,0,Transit,2016,Kepler,0.118000,2.320,5.99000,0.76,0.82,-0.572,11.79563,81.10942
Kepler-955 b,Kepler-955,1,1,0,Transit,2016,Kepler,0.108300,3.130,9.96000,0.84,0.89,-0.409,13.19907,71.67536
Kepler-956 b,Kepler-956,1,1,0,Transit,2016,Kepler,0.059600,3.000,9.27000,1.15,1.10,0.052,14.26979,81.13457
Kepler-957 b,Kepler-957,1,1,0,Transit,2016,Kepler,0.055900,5.500,25.90000,0.75,0.81,-0.468,15.59047,80.24006
Kepler-958 b,Kepler-958,1,1,0,Transit,2016,Kepler,0.085200,2.060,4.90000,0.86,0.91,-0.282,16.32186,76.80898
Kepler-959 b,Kepler-959,1,1,0,Transit,2016,Kepler,0.163300,4.380,17.60000,2.01,1.60,0.738,10.89592,73.41447
Kepler-96 b,Kepler-96,1,1,0,Transit,2014,Kepler,0.123500,2.670,8.46000,1.02,1.00,-0.052,7.48242,74.92809
Kepler-960 b,Kepler-960,1,1,0,Transit,2016,Kepler,0.041400,2.290,5.86000,0.72,0.77,-0.629,20.30579,76.01081
Kepler-961 b,Kepler-961,1,1,0,Transit,2016,Kepler,0.124500,2.550,7.04000,0.90,0.96,-0.194,18.89889,73.02863
Kepler-962 b,Kepler-962,1,1,0,Transit,2016,Kepler,0.098400,1.970,4.54000,0.86,0.93,-0.261,11.33630,79.39397
Kepler-963 b,Kepler-963,1,1,0,Transit,2016,Kepler,0.084900,2.660,7.56000,0.87,0.91,-0.225,9.88428,78.80407
Kepler-964 b,Kepler-964,1,1,0,Transit,2016,Kepler,0.106300,2.120,5.14000,0.84,0.93,-0.306,8.67400,74.29744
Kepler-965 b,Kepler-965,1,1,0,Transit,2016,Kepler,0.512000,3.380,11.40000,1.15,1.05,0.148,7.22017,76.66856
Kepler-966 b,Kepler-966,1,1,0,Transit,2016,Kepler,0.390700,4.130,16.00000,1.02,1.02,0.233,11.99998,83.52260
Kepler-967 b,Kepler-967,1,2,0,Transit,2016,Kepler,0.102700,2.350,6.12000,0.80,0.84,-0.718,13.78488,69.30269
Kepler-967 c,Kepler-967,1,2,0,Transit,2016,Kepler,0.625300,3.650,12.90000,0.80,0.84,-0.718,13.78488,69.30269
Kepler-968 b,Kepler-968,1,3,0,Transit,2016,Kepler,0.038900,2.000,4.66000,0.70,0.76,-0.763,18.81793,80.34362
Kepler-968 c,Kepler-968,1,3,0,Transit,2016,Kepler,0.052000,1.690,3.50000,0.70,0.76,-0.763,18.81793,80.34362
Kepler-969 b,Kepler-969,1,2,0,Transit,2016,Kepler,0.202700,2.070,4.94000,0.82,0.92,-0.389,16.33314,78.90961
Kepler-969 c,Kepler-969,1,2,0,Transit,2016,Kepler,0.027200,0.990,0.93700,0.82,0.92,-0.389,16.33314,78.90961
Kepler-97 b,Kepler-97,1,2,0,Transit,2014,Kepler,0.035600,1.480,3.51000,0.98,0.94,-0.025,17.25653,79.35114
Kepler-97 c,Kepler-97,1,2,0,Radial Velocity,2014,W. M. Keck Observatory,,,344.00000,0.98,0.94,-0.037,17.25653,79.35114
Kepler-970 b,Kepler-970,2,1,0,Transit,2016,Kepler,0.139000,2.609,7.31000,0.71,0.67,-0.775,12.58685,72.46181
Kepler-971 b,Kepler-971,1,1,0,Transit,2016,Kepler,0.082700,2.130,5.18000,0.85,0.88,-0.299,16.60734,71.19357
Kepler-972 b,Kepler-972,1,1,0,Transit,2016,Kepler,0.073400,4.650,19.50000,1.22,1.15,0.191,9.69390,77.04273
Kepler-973 b,Kepler-973,1,1,0,Transit,2016,Kepler,0.250800,1.960,4.50000,0.78,0.86,-0.344,16.02462,81.29598
Kepler-974 b,Kepler-974,1,1,0,Transit,2016,Kepler,0.041900,1.570,3.09000,0.50,0.52,-1.354,15.59932,70.54028
Kepler-975 b,Kepler-975,1,2,0,Transit,2016,Kepler,0.030300,1.480,2.79000,0.75,0.80,-0.512,10.98955,70.73595
Kepler-975 c,Kepler-975,1,2,0,Transit,2023,Kepler,0.056700,10.690,80.20000,1.67,0.95,-0.512,10.98955,70.73595
Kepler-976 b,Kepler-976,1,1,0,Transit,2016,Kepler,0.421700,3.960,14.90000,0.83,0.87,-0.360,14.92550,78.17734
Kepler-977 b,Kepler-977,1,1,0,Transit,2016,Kepler,0.162000,2.620,7.37000,0.83,0.87,-0.476,11.97106,74.50788
Kepler-978 b,Kepler-978,1,1,0,Transit,2016,Kepler,0.272600,2.990,9.22000,1.09,1.07,0.143,15.51824,73.75122
Kepler-979 b,Kepler-979,1,1,0,Transit,2016,Kepler,0.075300,2.720,7.85000,0.83,0.87,-0.320,8.37228,81.27691
Kepler-98 b,Kepler-98,1,1,0,Transit,2014,Kepler,0.025600,1.990,3.55000,1.11,0.99,-0.133,14.25314,68.59512
Kepler-980 b,Kepler-980,1,1,0,Transit,2016,Kepler,0.100500,2.670,7.61000,1.06,1.05,0.262,11.22776,78.09855
Kepler-981 b,Kepler-981,1,1,0,Transit,2016,Kepler,0.053500,2.310,5.95000,0.96,0.98,-0.081,15.68043,78.87682
Kepler-982 b,Kepler-982,1,1,0,Transit,2016,Kepler,0.129100,2.250,5.69000,1.29,1.16,0.511,15.78425,77.63359
Kepler-983 b,Kepler-983,1,1,0,Transit,2016,Kepler,0.314800,2.360,6.17000,1.08,1.13,0.150,17.32725,75.19637
Kepler-984 b,Kepler-984,1,1,0,Transit,2016,Kepler,0.232700,2.120,5.14000,0.93,0.96,-0.108,10.40755,80.07995
Kepler-985 b,Kepler-985,1,1,0,Transit,2016,Kepler,0.445100,2.980,9.17000,0.85,0.91,-0.283,13.64629,75.73922
Kepler-986 b,Kepler-986,1,1,0,Transit,2016,Kepler,0.276000,2.360,6.17000,0.98,0.96,-0.047,11.21739,75.62729
Kepler-987 b,Kepler-987,1,1,0,Transit,2016,Kepler,0.423800,3.260,10.70000,0.91,0.97,-0.145,14.97262,77.47820
Kepler-988 b,Kepler-988,1,1,0,Transit,2016,Kepler,0.108500,2.070,4.94000,0.53,0.55,-1.047,12.50541,74.23269
Kepler-989 b,Kepler-989,1,1,0,Transit,2016,Kepler,0.073400,2.210,5.52000,0.78,0.82,-0.427,20.37813,76.53241
Kepler-99 b,Kepler-99,2,1,0,Transit,2014,Kepler,0.050300,1.480,6.15000,0.73,0.79,-0.585,7.67792,75.71488
Kepler-990 b,Kepler-990,1,2,0,Transit,2016,Kepler,0.088300,2.600,7.27000,1.08,1.05,-0.050,10.05477,80.84382
Kepler-990 c,Kepler-990,1,2,0,Transit,2016,Kepler,0.012700,1.530,2.96000,1.08,1.05,-0.050,10.05477,80.84382
Kepler-991 b,Kepler-991,1,1,0,Transit,2016,Kepler,0.310400,2.540,6.99000,0.61,0.64,-0.831,11.86823,83.02035
Kepler-992 b,Kepler-992,1,1,0,Transit,2016,Kepler,0.133900,1.620,3.26000,0.74,0.80,-0.570,18.69367,77.61384
Kepler-993 b,Kepler-993,1,1,0,Transit,2016,Kepler,0.130000,2.970,9.11000,0.54,0.57,-1.229,12.19619,76.83877
Kepler-994 b,Kepler-994,1,1,0,Transit,2016,Kepler,0.017700,1.600,3.19000,0.54,0.56,-1.139,15.69417,78.59578
Kepler-995 b,Kepler-995,1,1,0,Transit,2016,Kepler,0.170100,2.700,7.75000,0.80,0.83,-0.419,15.46273,69.37390
Kepler-996 b,Kepler-996,1,1,0,Transit,2016,Kepler,0.047400,1.980,4.58000,1.14,1.09,0.242,11.39157,73.98536
Kepler-997 b,Kepler-997,1,1,0,Transit,2016,Kepler,0.039700,1.360,2.42000,1.56,1.22,0.496,16.58282,81.06648
Kepler-998 b,Kepler-998,1,1,0,Transit,2016,Kepler,0.062600,2.320,5.99000,1.18,1.12,0.193,11.86453,82.53844
Kepler-999 b,Kepler-999,1,1,0,Transit,2016,Kepler,0.068100,2.340,6.08000,1.65,1.29,0.538,8.68742,80.84112
L 168-9 b,L 168-9,1,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.020910,1.390,4.60000,0.60,0.59,-1.172,-53.55913,321.95595
L 363-38 b,L 363-38,1,1,0,Radial Velocity,2023,Paranal Observatory,0.048000,2.000,4.67000,0.27,0.21,-1.886,-75.73754,309.05357
L 98-59 b,L 98-59,1,4,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.021910,0.850,0.40000,0.30,0.27,-1.948,-17.59330,281.81705
L 98-59 c,L 98-59,1,4,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.031700,1.340,2.42000,0.31,0.31,-1.948,-17.59330,281.81705
L 98-59 d,L 98-59,1,4,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.050600,1.580,2.31000,0.31,0.31,-1.948,-17.59330,281.81705
L 98-59 e,L 98-59,1,4,0,Radial Velocity,2021,Multiple Observatories,0.071700,1.560,3.06000,0.30,0.27,-1.948,-17.59330,281.81705
LHS 1140 b,LHS 1140,1,2,0,Transit,2017,MEarth Project,0.095700,1.635,6.38000,0.21,0.19,-2.488,-78.05159,115.40542
LHS 1140 c,LHS 1140,1,2,0,Transit,2018,Multiple Observatories,0.027340,1.169,1.76000,0.21,0.19,-2.488,-78.05159,115.40542
LHS 1478 b,LHS 1478,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.018480,1.242,2.33000,0.25,0.24,-2.146,15.48320,130.17165
LHS 1678 b,LHS 1678,2,2,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.012510,0.696,0.35000,0.33,0.35,-1.839,-42.91686,243.29836
LHS 1678 c,LHS 1678,2,2,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.033100,0.982,1.40000,0.33,0.35,-1.839,-42.91686,243.29836
LHS 1815 b,LHS 1815,1,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.040400,1.088,1.58000,0.50,0.50,-1.387,-28.57122,263.55608
LHS 3844 b,LHS 3844,1,1,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.006220,1.303,2.25000,0.19,0.15,-2.565,-43.90616,318.24947
LHS 475 b,LHS 475,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),,0.991,0.94100,0.28,0.26,-2.048,-27.83616,311.28216
LP 714-47 b,LP 714-47,1,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.041700,4.700,30.80000,0.58,0.59,-1.125,-39.73420,206.04093
LP 791-18 b,LP 791-18,1,3,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.009780,1.212,1.94000,0.18,0.14,-2.638,39.10605,268.56582
LP 791-18 c,LP 791-18,1,3,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.029610,2.438,7.10000,0.18,0.14,-2.638,39.10605,268.56582
LP 791-18 d,LP 791-18,1,3,0,Transit,2023,Spitzer Space Telescope,0.019920,1.032,0.90000,0.18,0.14,-2.638,39.10605,268.56582
LP 890-9 b,LP 890-9,1,2,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.018750,1.320,13.20000,0.16,0.12,-2.841,-44.94830,226.91411
LP 890-9 c,LP 890-9,1,2,0,Transit,2022,SPECULOOS Southern Observatory,0.039840,1.367,25.30000,0.16,0.12,-2.841,-44.94830,226.91411
LSPM J2116+0234 b,LSPM J2116+0234,1,1,0,Radial Velocity,2019,Calar Alto Observatory,0.087600,3.710,13.30000,0.43,0.43,-1.699,-30.34854,53.94630
LTT 1445 A b,LTT 1445 A,3,2,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.022000,1.180,2.87000,0.27,0.26,-2.046,-58.07573,200.48712
LTT 1445 A c,LTT 1445 A,3,2,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.026610,1.147,1.54000,0.27,0.26,-2.046,-58.07573,200.48712
LTT 3780 b,LTT 3780,2,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.012110,1.320,2.47000,0.38,0.38,-1.777,36.30503,254.20063
LTT 3780 c,LTT 3780,2,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.076730,2.330,7.02000,0.38,0.38,-1.777,36.30503,254.20063
LTT 9779 b,LTT 9779,1,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.016790,4.720,29.32000,0.95,0.77,-0.149,-74.10110,348.06502
LkCa 15 b,LkCa 15,1,2,0,Imaging,2015,Large Binocular Telescope Observatory,14.700000,,,1.61,,-0.192,-15.98175,176.68976
LkCa 15 c,LkCa 15,1,2,0,Imaging,2015,Large Binocular Telescope Observatory,18.600000,,,1.61,,-0.192,-15.98175,176.68976
Lupus-TR-3 b,Lupus-TR-3,1,1,0,Transit,2007,Multiple Observatories,0.046400,9.976,257.43100,0.82,0.87,-1.464,10.95094,331.36717
MASCARA-1 b,MASCARA-1,1,1,0,Transit,2017,Multiple Observatories,0.040352,17.901,1175.97100,2.08,1.90,1.083,-24.37543,60.44831
MASCARA-4 b,MASCARA-4,2,1,0,Transit,2020,Multiple Observatories,0.047000,17.150,985.27300,1.92,1.75,1.087,-9.40158,285.97627
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,1,0,Microlensing,2008,MOA,0.620000,1.630,3.30000,,0.06,,-3.38766,4.03089
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,1,0,Microlensing,2008,MOA,5.900000,13.500,540.30829,,0.69,,-4.70081,2.38132
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,0,Microlensing,2009,MOA,1.100000,5.180,23.40000,,0.21,,-4.56257,355.91449
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,0,Microlensing,2013,MOA,2.700000,13.000,1300.00000,,0.56,,-3.11294,0.37632
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,0,Microlensing,2011,MOA,3.200000,3.210,10.40000,,0.56,,-3.58099,355.06999
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,1,0,Microlensing,2010,MOA,2.030000,9.640,67.30000,,0.52,,-3.01439,4.20225
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,0,Microlensing,2010,MOA,1.800000,13.200,830.00000,,0.19,,-4.09632,356.55645
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,0,Microlensing,2012,MOA,1.210000,12.400,3500.00000,,0.16,,-3.50129,4.81028
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,1,0,Microlensing,2018,MOA,2.420000,14.200,170.00000,,0.58,,-2.46794,5.58745
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,0,Microlensing,2013,MOA,0.920000,2.990,9.20000,,0.11,,-3.21385,359.83600
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,0,Microlensing,2015,MOA,1.720000,11.100,86.00000,,0.18,,-2.90361,3.59785
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,0,Microlensing,2012,MOA,2.000000,13.600,480.00000,,0.67,,-5.09503,0.04599
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,1,0,Microlensing,2016,MOA,4.140000,5.990,30.00000,,0.75,,-3.49568,1.72580
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,0,Microlensing,2014,MOA,0.950000,4.290,17.00000,,0.11,,-3.92442,359.63064
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,0,Microlensing,2018,MOA,0.690000,4.430,18.00000,,0.15,,-1.96921,0.90149
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,0,Microlensing,2012,MOA,1.100000,12.900,1500.00000,,0.86,,-1.65488,1.52164
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,0,Microlensing,2013,MOA,4.300000,12.400,3690.00000,,0.39,,-2.80581,3.62603
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,0,Microlensing,2017,Multiple Observatories,10.200000,12.600,2700.00000,,0.49,,-3.13158,1.64069
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,1,0,Microlensing,2017,MOA,0.900000,2.480,6.70000,,0.10,,-2.88066,358.10757
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,1,0,Microlensing,2014,MOA,3.030000,13.200,871.00000,,0.88,,-3.75748,1.49223
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,0,Microlensing,2016,MOA,0.930000,1.620,3.24000,,0.02,,-4.63415,1.76466
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,1,0,Microlensing,2018,MOA,0.240000,6.420,33.70000,,0.01,,-3.82814,3.10692
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,0,Microlensing,2017,MOA,1.390000,13.200,890.00000,,0.29,,-3.24020,3.30299
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,1,0,Microlensing,2018,MOA,0.950000,14.100,200.00000,,0.15,,-2.16670,0.34512
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,1,1,0,Microlensing,2022,MOA,,12.200,5720.91133,,0.90,,-1.72023,359.80491
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,1,1,0,Microlensing,2022,MOA,1.110000,3.370,11.30000,,0.23,,-1.95679,0.15599
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,1,1,0,Microlensing,2023,MOA,2.740000,7.710,46.00000,,0.43,,-3.36945,357.75697
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,1,1,0,Microlensing,2023,MOA,1.630000,2.040,4.83000,,0.18,,-1.53209,1.64781
MOA-bin-1L b,MOA-bin-1L,1,1,0,Microlensing,2012,MOA,8.300000,13.000,1200.00000,,0.75,,2.92661,357.11306
MOA-bin-29 b,MOA-bin-29,1,1,0,Microlensing,2019,MOA,0.480000,14.100,190.00000,,0.03,,-2.63572,0.63345
MWC 758 c,MWC 758,1,1,0,Imaging,2023,Large Binocular Telescope Observatory,100.000000,,,2.01,1.50,1.020,-4.77532,181.24794
MXB 1658-298 b,MXB 1658-298,2,1,0,Eclipse Timing Variations,2017,Multiple Observatories,1.613000,12.000,7532.57100,,1.98,,7.26551,353.82714
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,0,Radial Velocity,2014,Multiple Observatories,0.530000,12.700,2126.28270,39.59,9.06,2.072,31.55047,215.64762
NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,1,0,Radial Velocity,2017,Multiple Observatories,,13.300,692.86940,21.02,1.37,2.157,31.87601,215.74169
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,0,Radial Velocity,2014,Multiple Observatories,,12.300,101.70560,0.99,1.01,-0.011,31.83866,215.64575
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,0,Radial Velocity,2014,Multiple Observatories,,14.000,127.13200,0.89,0.96,-0.018,31.86855,215.56882
NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,1,0,Radial Velocity,2016,La Silla Observatory,,14.300,146.20180,1.22,1.14,0.289,31.84602,215.83597
